,Gare,Latitude,Longitude
1257,La Hume,44.639879,-1.116
1258,La Hutte Coulombiers,48.303495,0.1056788
1259,La Jarrie,46.12045,-1.02347
1260,La Jonchère-Saint-Maurice,45.9944577,1.4803853
1261,La Joux,45.9657075,6.910179
1262,La Levade,44.228602,4.0102736
1263,La Loupe,48.4737398,1.0109416
1264,La Madeleine,50.6608037,3.0725804
1265,La Marche,47.1396975,3.0395468
1266,La Méaugon,48.4996127,-2.8439358
1267,La Membrolle-sur-Choisille,47.4313179,0.6407872
1268,La Ménitré,47.397422,-0.275818
1269,La Meyze,45.6212964,1.2123135
1270,La Miouze - Rochefort,45.7636525,2.8276968
1271,La Mothe-Achard,46.6068648,-1.6596359
1272,La Mothe-Saint-Héray,46.3807592,-0.1298415
1273,La Neuville-sous-Laon,49.57068,3.59646
1274,La Norville - Saint-Germain-lès-Arpajon,48.591617,2.267586
1275,La Pauline Hyères,43.1364769,6.0351027
1276,La Penne-sur-Huveaune,43.2846765,5.5155698
1277,La Plaine Stade de France - Saint-Denis - Aubervilliers,48.91839,2.36257
1278,La Pomme,43.2905165,5.4413152
1279,La Porcherie,45.5740586,1.5383469
1280,La Possonnière,47.3713848,-0.6917009
1281,La Poterie,48.0923448,-1.6307729
1282,La Redonne Ensuès,43.33447,5.1975675
1283,La Réole,44.579742,-0.03057
1284,La Ricamarie,45.4041516,4.360686
1285,La Rivière de Mansac,45.139681,1.3655086
1286,La Rivière-Drugeon,46.8701507,6.2133331
1287,La Roche-Maurice,48.4740885,-4.2050964
1288,La Roche-sur-Foron,46.06756,6.303885
1289,La Roche-sur-Yon,46.67212,-1.435621
1290,La Rochefoucauld,45.7401921,0.3895946
1291,La Rochelle,46.15269,-1.145305
1292,La Rochelle Porte Dauphine,46.16755,-1.1518412
1293,La Seyne - Six-Fours,43.116959,5.876966
1294,La Souterraine,46.239792,1.492151
1295,La Taye,48.4077566,1.3734019
1296,La Teste-de-Buch,44.636924,-1.14295
1297,La Tour-de-Salvagny,45.7998818,4.7164921
1298,La Tour-du-Pin,45.560277,5.450092
1299,La Tricherie,46.7288206,0.4412021
1300,La Trinité Victor,43.7427854,7.3114604
1301,La Valbonne,45.849225,5.124911
1302,La Verpillière,45.6276,5.150866
1303,La Verrière,48.7556954,1.943674
1304,La Ville Gozet,46.3497686,2.5918028
1305,La Ville-Dieu-du-Temple,44.0355186,1.2149646
1306,La Villette Saint-Prest,48.4827197,1.5228734
1307,La Wantzenau,48.6651895,7.8247832
1308,Labarthe-Inard,43.1049687,0.8519176
1309,Labège Innopole,43.5473613,1.5129784
1310,Labège Village,43.5305367,1.5329207
1311,Labenne,43.5870509,-1.4288712
1312,Labergement-Sainte-Marie,46.77632,6.28011
1313,Laboissière - Le Déluge,49.2885368,2.1361486
1314,Labouheyre,44.2106292,-0.9209296
1315,Labruguière,43.5425692,2.2594728
1316,Lacapelle-Viescamp,44.9202424,2.2654689
1317,Lacelle,45.6412701,1.8264798
1318,Lachaud Curmilhac,45.1228045,3.6104913
1319,Lacourtensourt,43.6638838,1.4138687
1320,Lafarge,45.6338338,1.130859
1321,Lagny - Thorigny,48.88218325,2.70404228
1322,Laguépie,44.1455256,1.9692195
1323,Laifour,49.911256,4.6923484
1324,Laigné - Saint-Gervais,47.8740074,0.2172097
1325,Laigneville,49.29276,2.44894
1326,Laillé,47.9717527,-1.7495654
1327,Laissac,44.3750307,2.8222251
1328,Laissey,47.298723,6.23304
1329,Lalande Église,43.6459862,1.4286153
1330,Lalbenque - Fontanes,44.3332389,1.5116628
1331,Lalinde,44.8396152,0.7427811
1332,Lamagistère,44.1267231,0.8255002
1333,Lamanon,43.6999662,5.0913333
1334,Lamarche,48.0901299,5.7604385
1335,Lamballe,48.46606,-2.511546
1336,Lamonzie-Saint-Martin,44.8450247,0.3854609
1337,Lamothe-Landerron,44.5628433,0.0451406
1338,Lamothe-Montravel,44.8537384,0.0215683
1339,Lamotte-Beuvron,47.593898,2.022499
1340,Lamure-sur-Azergues,46.0610834,4.4921137
1341,Lancerf,48.761873,-3.1181396
1342,Lancey,45.2344784,5.8809758
1343,Landas,50.4687775,3.290568
1344,Landaul - Mendon,47.7359877,-3.0860172
1345,Landébia,48.5074212,-2.3313716
1346,Landerneau,48.453572,-4.256528
1347,Landévant,47.759578,-3.1251313
1348,Landivisiau,48.496002,-4.082181
1349,Landrecies,50.1283138,3.681997
1350,Landry,45.5741713,6.7338182
1351,Laneuveville-devant-Nancy,48.65564,6.22792
1352,Langeac,45.10125,3.490672
1353,Langeais,47.324114,0.410557
1354,Langogne,44.732776,3.8573047
1355,Langon,44.555448,-0.25554
1356,Langres,47.8769474,5.3444064
1357,Lannemezan,43.114273,0.387367
1358,Lannion,48.727638,-3.460353
1359,Lantenay,47.3351085,4.860963
1360,Laon,49.57061,3.62443
1361,Lapeyrouse,46.2267825,2.893393
1362,Laqueuille,45.6468205,2.7046524
1363,Laragne-Montéglin,44.3164984,5.8189832
1364,Larche,45.1321707,1.416143
1365,Lardenne,43.5966262,1.3839252
1366,Lardy,48.520639,2.255739
1367,Laroche - Migennes,47.960998,3.513191
1368,Laroque-Timbaut,44.2875163,0.7497189
1369,Laroquebrou,44.9641658,2.1929167
1370,Lathus-Saint-Rémy,46.3380917,0.965009
1371,Latour-de-Carol - Enveitg,42.4590464,1.9045027
1372,Lauterbourg,48.9676973,8.1826817
1373,Laval,48.076206,-0.760907
1374,Laval-de-Cère,44.9512118,1.9317113
1375,Lavaufranche,46.3212869,2.2700972
1376,Lavaur,43.703479,1.813146
1377,Lavaveix-les-Mines,46.0795307,2.0890801
1378,Laveline-devant-Bruyères,48.185596,6.7512466
1379,Lavilletertre,49.2024666,1.9206361
1380,Lavoûte-sur-Loire,45.1214503,3.9054101
1381,Le Blanc-Mesnil,48.93248,2.47747
1382,Le Bosquet,43.5515285,6.9816599
1383,Le Bourget,48.93096,2.42571
1384,Le Bousquet-d'Orb,43.6912097,3.1689379
1385,Le Bras de Fer,48.623287,2.450625
1386,Le Breuil-sur-Couze,45.4670838,3.2621478
1387,Le Bruel,44.4813286,3.358325
1388,Le Buet,46.018805,6.9204119
1389,Le Bugue,44.9056892,0.942795
1390,Le Buisson-de-Cadouin,44.84723,0.9081756
1391,Le Burg,45.2157957,1.4298135
1392,Le Cailar,43.6834141,4.2354236
1393,Le Cateau-Cambrésis,50.0914606,3.5400454
1394,Le Cellier,47.3135164,-1.3506694
1395,Le Cendre - Orcet,45.723796,3.188666
1396,Le Chambon-Feugerolles,45.3947427,4.3223823
1397,Le Chénay Gagny,48.877129,2.552692
1398,Le Coteau,46.023984,4.086248
1399,Le Coudray-Montceaux,48.5661679,2.4924649
1400,Le Creusot,46.807815,4.4304403
1401,Le Creusot - Montceau-les-Mines - Montchanin TGV,46.765343,4.499513
1402,Le Croisic,47.289836,-2.507442
1403,Le Dorat,46.2110908,1.0793364
1404,Le Dramont,43.4178193,6.8442467
1405,Le Fauga,43.4043288,1.2827183
1406,Le Genest-Saint-Isle,48.0967372,-0.8858084
1407,Le Grand Jardin,49.1505827,0.2271143
1408,Le Grand-Lemps,45.3966261,5.4231117
1409,Le Grau-du-Roi,43.5371273,4.140338
1410,Le Haut Banc,50.8163364,1.7722209
1411,Le Havre,49.492996,0.125677
1412,Le Havre Graville,49.4998007,0.1608551
1413,Le Lioran,45.0905458,2.7533365
1414,Le Luc - Le Cannet,43.3902379,6.3430972
1415,Le Mans,47.995689,0.192578
1416,Le Mée-sur-Seine,48.540086,2.624116
1417,Le Méridien La Ferrière,45.7684995,4.7484432
1418,Le Merlerault,48.7024888,0.2832169
1419,Le Meux - La Croix-Saint-Ouen,49.3594029,2.7532645
1420,Le Molay-Littry,49.2493263,-0.8809741
1421,Le Monastier-Pin-Moriès,44.5089682,3.252057
1422,Le Pallet,47.143831,-1.346898
1423,Le Péage-de-Roussillon,45.371797,4.795402
1424,Le Pénity,48.3646275,-3.4763815
1425,Le Perray-en-Yvelines,48.6933406,1.856057
1426,Le Plessis Chenet,48.5735652,2.479586
1427,Le Plessis-Belleville,49.0959033,2.7448073
1428,Le Poirier Université,50.33006,3.50273
1429,Le Pont-de-Beauvoisin,45.524636,5.680772
1430,Le Pont-de-Claix,45.1251549,5.6998669
1431,Le Pouliguen,47.2825404,-2.4331446
1432,Le Puy-en-Velay,45.042866,3.892421
1433,Le Quesnoy,50.25021,3.64552
1434,Le Raincy - Villemomble - Montfermeil,48.889325,2.512062
1435,Le Rouget,44.8565391,2.2355043
1436,Le Soler,42.6787626,2.7930798
1437,Le Stade,48.93093,2.26056
1438,Le Teich,44.632507,-1.025556
1439,Le Teil,44.5525285,4.685992
1440,Le Theil - La Rouge,48.2672964,0.6944581
1441,Le Theil-de-Bretagne,47.918742,-1.4319925
1442,Le Thor,43.9265047,4.9962663
1443,Le Toec,43.5956037,1.4014496
1444,Le Trayas,43.4746639,6.9243444
1445,Le Tréport - Mers-les-Bains,50.0628592,1.3763738
1446,Le Val d'Or,48.85645,2.21636
1447,Le Vauriat,45.8337747,2.9084747
1448,Le Verdon-sur-Mer,45.5492065,-1.0650925
1449,Le Vernet d'Ariège,43.1894138,1.6116214
1450,Le Vert de Maisons,48.78934,2.43148
1451,Le Vieux Briollay,47.5739696,-0.4829396
1452,Leforest,50.4278,3.05977
1453,Lemberg,49.00075,7.37962
1454,Lens,50.426818,2.828254
1455,Lentilly,45.82163,4.667103
1456,Lentilly Charpenay,45.8165247,4.6824009
1457,Lépanges,48.1727165,6.6722884
1458,Lépin-le-Lac - La Bauche,45.541519,5.7649834
1459,Lérouville,48.7972181,5.5387053
1460,Les Abrets - Fitilieu,45.5421091,5.5754876
1461,Les Arcs - Draguignan,43.455524,6.482498
1462,Les Ardoines,48.782945,2.409046
1463,Les Aubrais,47.926801,1.906629
1464,Les Bardys,45.9046873,1.377389
1465,Les Bons Pères,50.2798638,4.010967
1466,Les Bossons,45.9067455,6.8391969
1467,Les Boullereaux Champigny,48.824926,2.511884
1468,Les Cabannes,42.7862854,1.6862985
1469,Les Cabrils,43.779707,3.1860831
1470,Les Cauquillous,43.7340198,1.7546798
1471,Les Clairières de Verneuil,48.9922407,1.955265
1472,Les Coquetiers,48.89244,2.499415
1473,Les Deux Jumeaux,43.3699568,-1.7643532
1474,Les Échets,45.8746675,4.9108215
1475,Les Églisottes-et-Chalaures,45.0942299,-0.0437576
1476,Les Essarts-le-Roi,48.7217171,1.8904047
1477,Les Eyzies-de-Tayac-Sireuil,44.9411916,1.0081942
1478,Les Flachères,45.7774345,4.7541523
1479,Les Fontinettes,50.940831,1.8496343
1480,Les Grésillons,48.92007,2.31441
1481,Les Houches,45.8935639,6.796924
1482,Les Islettes,49.10635,5.00184
1483,Les Lacs,48.1094359,-1.3208165
1484,Les Laumes Alésia,47.543054,4.462602
1485,Les Mais,48.4262577,-3.3828609
1486,Les Martres-de-Veyre,45.688155,3.193228
1487,Les Moussoux,45.9166347,6.8589899
1488,Les Moutiers-en-Retz,47.0618983,-2.0009628
1489,Les Mureaux,48.9927897,1.9129871
1490,Les Noues,49.03234,2.47633
1491,Les Ormes,46.9718269,0.6079476
1492,Les Pavillons-sous-Bois,48.902418,2.511781
1493,Les Pélerins,45.9125671,6.8472858
1494,Les Perrières,47.0055213,3.1467144
1495,Les Praz de Chamonix,45.9394594,6.888753
1496,Les Quatre Roues,47.3325521,1.7025282
1497,Les Quatre-Routes-du-Lot,44.9974864,1.6439067
1498,Les Ramassiers,43.6024594,1.3528032
1499,Les Rosiers-sur-Loire,47.3625386,-0.2205371
1500,Les Sables Blancs,47.5755984,-3.1324467
1501,Les Sables-d'Olonne,46.499917,-1.78105
1502,Les Salelles,44.4832687,3.2804008
1503,Les Saules,48.7454924,2.417366
1504,Les Tines,45.9505693,6.8991603
1505,Les Trillers,46.4147461,2.6001018
1506,Les Vallées,48.913408,2.257909
1507,Les Versannes,45.088775,0.8574682
1508,Les Yvris Noisy-le-Grand,48.823182,2.579828
1509,Lesparre-Médoc,45.3035166,-0.9454015
1510,Lesquin,50.59068,3.11771
1511,Lesseux - Frapelle,48.2898717,7.0767025
1512,Lestelle-de-Saint-Martory,43.1188355,0.9132139
1513,Leucate La Franqui,42.9327725,3.0128555
1514,Leval,50.1845311,3.8366811
1515,Lexos,44.1423958,1.8851014
1516,Lezennes,50.6205699,3.0986481
1517,Lézignan-Corbières,43.1999609,2.7699635
1518,Lezoux,45.8212175,3.385986
1519,Liancourt - Rantigny,49.32471,2.44532
1520,Liancourt-Saint-Pierre,49.2204964,1.905543
1521,Liart,49.7700597,4.3355138
1522,Libercourt,50.48025,3.00867
1523,Libourne,44.915888,-0.236344
1524,Liesle,47.0587683,5.8208121
1525,Lieusaint - Moissy,48.628305,2.568935
1526,Liévin,50.434139,2.7716316
1527,Ligugé,46.5203091,0.3331733
1528,Lille CHR,50.61432,3.03432
1529,Lille Europe,50.639224,3.075796
1530,Lille Flandres,50.636577,3.06987
1531,Lille Porte de Douai,50.6119054,3.075837
1532,Lillers,50.56163,2.47903
1533,Limay,48.9841,1.74731
1534,Limeray,47.4502088,1.0499661
1535,Limersheim,48.4617328,7.6603581
1536,Limeyrat,45.1562615,0.9776842
1537,Limoges Bénédictins,45.836089,1.267356
1538,Limoges Montjovis,45.8384117,1.2514147
1539,Limoux,43.0563831,2.2228288
1540,Limoux Flassian,43.0684511,2.2182832
1541,Lingolsheim,48.5594092,7.6781143
1542,Lisieux,49.138299,0.231143
1543,Lisle-sur-Tarn,43.85639,1.80823
1544,Lison,49.226834,-1.050339
1545,Liverdun,48.7493158,6.0617374
1546,Livron-sur-Drôme,44.7796035,4.8305412
1547,Livry-sur-Seine,48.5104579,2.6788796
1548,Lizy-sur-Ourcq,49.021929,3.031718
1549,Loches,47.130464,1.000467
1550,Logelbach,48.087299,7.3206082
1551,Loison-sous-Lens,50.4401891,2.8592403
1552,Loivre,49.3466786,3.9906699
1553,Longages - Noé,43.3563239,1.2519529
1554,Longecourt-en-Plaine,47.1937936,5.1346952
1555,Longjumeau,48.7020364,2.2943957
1556,Longpont,49.2726851,3.2301676
1557,Longpré-les-Corps-Saints,50.01128,2.00277
1558,Longroy - Gamaches,49.9818917,1.5526598
1559,Longueau,49.86344,2.35215
1560,Longueil-Annel,49.4672441,2.8634086
1561,Longueil-Sainte-Marie,49.3425377,2.7175537
1562,Longuerue - Vieux-Manoir,49.5566781,1.2762275
1563,Longueville,48.513703,3.249822
1564,Longueville-sur-Scie,49.7917558,1.1103434
1565,Longuyon,49.4442555,5.604482
1566,Longwy,49.5129923,5.7696358
1567,Lons-le-Saunier,46.66858,5.551108
1568,Loos lez Lille,50.6128165,3.0170581
1569,Loos-en-Gohelle,50.4378798,2.7933955
1570,Loreux,47.3902731,1.8345356
1571,Lorient Bretagne Sud,47.755597,-3.366221
1572,Loriol-sur-Drôme,44.7544973,4.8171679
1573,Lorraine TGV,48.947773,6.169838
1574,Lothiers,46.6946801,1.5629763
1575,Louhans,46.6309,5.2174853
1576,Louhossoa,43.3057578,-1.3624626
1577,Loulay,46.0435165,-0.5017525
1578,Lourches,50.3102834,3.3434016
1579,Lourdes,43.10037,-0.042174
1580,Loures - Barbazan,43.021075,0.6104494
1581,Louroux-de-Bouble,46.2241289,2.9849368
1582,Louveciennes,48.8610361,2.1230176
1583,Louverné,48.1088564,-0.7144109
1584,Louvres,49.0496573,2.5018967
1585,Louvroil,50.2683469,3.9535768
1586,Lozanne,45.85414,4.681501
1587,Luant,46.7357683,1.5901964
1588,Lubersac,45.4446152,1.3888289
1589,Luc,44.654092,3.8915631
1590,Luc-en-Diois,44.6136615,5.4546227
1591,Luc-la-Primaube,44.2913982,2.5544751
1592,Luçay-le-Mâle,47.1329836,1.4358257
1593,Lucé,48.4366725,1.4529681
1594,Luçon,46.4638232,-1.1674217
1595,Lucy-sur-Cure - Bessy,47.6281383,3.7458789
1596,Ludon-Médoc,44.9744015,-0.6118009
1597,Ludres,48.6219545,6.1709118
1598,Lumes,49.7327973,4.7833571
1599,Lunas,43.7095814,3.1948986
1600,Lunel,43.679392,4.131086
1601,Lunel-Viel,43.6811729,4.0937398
1602,Lunery,46.9351795,2.275014
1603,Lunéville,48.588233,6.49727
1604,Lurbe-Saint-Christau,43.12099,-0.60408
1605,Lure,47.683269,6.4925787
1606,Lus-la-Croix-Haute,44.6709898,5.6973678
1607,Lusignan,46.4354949,0.116555
1608,Lussac-les-Châteaux,46.4051106,0.7186918
1609,Luttenbach-près-Munster,48.0352559,7.1186307
1610,Lutterbach,47.7582136,7.276994
1611,Lutterbach,47.7582136,7.276994
1612,Lutzelbourg,48.7299065,7.2516808
1613,Lutzelhouse,48.51812,7.29391
1614,Luxé,45.8873947,0.1094107
1615,Luxeuil-les-Bains,47.8148606,6.3726593
1616,Luzarches,49.11719,2.42074
1617,Luzenac - Garanou,42.7642849,1.7531248
1618,Luzy,46.7940793,3.9693245
1619,Lycée Henri Sellier,48.91646,2.51504
1620,Lyon Gorge de Loup,45.766078,4.804631
1621,Lyon Jean Macé,45.74495,4.84139
1622,Lyon Part Dieu,45.760559,4.859355
1623,Lyon Perrache,45.748476,4.825733
1624,Lyon Saint-Exupéry TGV,45.721109,5.074969
1625,Lyon Saint-Paul,45.76601,4.827057
1626,Lyon Vaise,45.779938,4.80396
1627,Macau,45.0040981,-0.6200068
1628,Machecoul,46.9905038,-1.8227524
1629,Machilly,46.2512825,6.3282335
1630,Mâcon,46.302572,4.824887
1631,Mâcon Loché TGV,46.282884,4.778876
1632,Magalas,43.4675998,3.2295415
1633,Magenta,48.87986,2.35835
1634,Magland,46.016945,6.6215075
1635,Magnac - Vicq,45.6288007,1.4438445
1636,Magnette,46.4641418,2.6028771
1637,Magneux - Courlandon,49.3100006,3.7331444
1638,Magny - Blandainville,48.3342906,1.2811066
1639,Maillé,47.0533855,0.5830236
1640,Mailly-la-Ville,47.6041692,3.6751472
1641,Maintenon,48.5854793,1.5920651
1642,Maisons-Alfort - Alfortville,48.802071,2.426977
1643,Maisons-Laffitte,48.9456394,2.1443153
1644,Maisse,48.39304,2.39312
1645,Maizières-lès-Metz,49.2155349,6.1588762
1646,Mâlain,47.3270025,4.8105362
1647,Malansac,47.6756185,-2.2961796
1648,Malaunay - Le Houlme,49.5133331,1.0395776
1649,Malause,44.0882672,0.9716854
1650,Malesherbes,48.2934325,2.4012177
1651,Malling,49.42152,6.302207
1652,Mamirolle,47.1998712,6.1617411
1653,Mandelieu-la-Napoule,43.523903,6.941313
1654,Manduel - Redessan,43.8264863,4.4793827
1655,Manosque - Gréoux-les-Bains,43.8231945,5.7933241
1656,Mantes Station,48.98366,1.71581
1657,Mantes-la-Jolie,48.98984,1.70337
1658,Marans,46.30433,-1.00127
1659,Marbache,48.8010405,6.1091755
1660,Marcelcave,49.8532165,2.5819031
1661,Marcheprime,44.690543,-0.85381
1662,Marchezais - Broué,48.7684736,1.513444
1663,Mareil-Marly,48.8807466,2.0790676
1664,Mareil-sur-Mauldre,48.8936804,1.8715159
1665,Maresquel-Ecquemicourt,50.4078186,1.9313418
1666,Mareuil-sur-Ourcq,49.1355418,3.075653
1667,Margaux,45.0358307,-0.6854145
1668,Margival,49.4393862,3.4027491
1669,Marienthal,48.781863,7.8231894
1670,Marignac - Saint-Béat,42.9155675,0.651998
1671,Marignier,46.0887815,6.507826
1672,Marigny,46.1990832,-0.428404
1673,Marle sur Serre,49.747192,3.7695801
1674,Marles-en-Brie,48.733976,2.868099
1675,Marlieux - Châtillon,46.0638765,5.0731097
1676,Marly-le-Roi,48.8713084,2.0965436
1677,Marmagne,47.1001505,2.2819971
1678,Marmagne sous Creusot,46.8334607,4.3601911
1679,Marmande,44.503019,0.168044
1680,Marne-la-Vallée Chessy,48.869856,2.78272
1681,Maroeuil,50.322603,2.6983279
1682,Marolles-en-Hurepoix,48.565345,2.290327
1683,Maromme,49.479935,1.050485
1684,Marquette,50.6724025,3.0510262
1685,Marquillies,50.5477246,2.8661707
1686,Marquise - Rinxent,50.8056635,1.72988
1687,Marquixanes,42.6428224,2.4858388
1688,Marsac,45.1860541,0.6626174
1689,Marsac,46.0941348,1.585556
1690,Marseillan Plage,43.3181964,3.5355281
1691,Marseille Blancarde,43.29614391,5.406559
1692,Marseille Saint-Charles,43.302666,5.380407
1693,Marseille-en-Beauvaisis,49.5709066,1.9546349
1694,Marssac-sur-Tarn,43.9151803,2.026913
1695,Martigné-Ferchaud,47.8321302,-1.3137943
1696,Martigny-les-Bains,48.1086889,5.8255764
1697,Martigues,43.3929209,5.0257804
1698,Martres-Tolosane,43.1962069,1.0167558
1699,Marvejols,44.5446819,3.2810718
1700,Massérac,47.6745316,-1.9144441
1701,Masseret,45.536175,1.5415396
1702,Massiac - Blesle,45.2537695,3.1965518
1703,Massy - Palaiseau,48.7264211,2.2575281
1704,Massy - Verrières,48.7343097,2.2736721
1705,Massy TGV,48.725758,2.261254
1706,Matzenheim,48.3987556,7.6196003
1707,Maubeuge,50.27298,3.96677
1708,Maule,48.90917,1.85708
1709,Maurecourt,48.98712,2.05963
1710,Maurois,50.0674506,3.4562554
1711,Maurs,44.7061543,2.1995656
1712,Mauves-sur-Loire,47.2930211,-1.3893042
1713,Mauzac-et-Grand-Castang,44.8558291,0.7899658
1714,Mauzé-sur-le-Mignon,46.1995881,-0.6737264
1715,Mauzens-et-Miremont,44.9768912,0.9571897
1716,Mayet,47.7601465,0.2659384
1717,Mazamet,43.4977847,2.3747346
1718,Mazingarbe,50.4608957,2.7005447
1719,Meaux,48.957759,2.874041
1720,Mehun-sur-Yèvre,47.1394406,2.2071342
1721,Melun,48.527662,2.655404
1722,Menars,47.6450036,1.405617
1723,Mende,44.522322,3.5019875
1724,Ménil Flin,48.5050204,6.6592265
1725,Mennecy,48.5709075,2.433165
1726,Mennessis,49.6915989,3.2711145
1727,Mennetou-sur-Cher,47.2688835,1.8765238
1728,Menton,43.774444,7.4933
1729,Menton Garavan,43.785202,7.517297
1730,Mer,47.70586,1.506373
1731,Mérens-les-Vals,42.6594883,1.8371278
1732,Mérenvielle,43.6365051,1.1503303
1733,Méricourt - Ribemont,49.9556384,2.5726254
1734,Mériel,49.07777,2.20528
1735,Mérignac Arlac,44.8265601,-0.6261402
1736,Méroux,47.58659,6.89903
1737,Merrey,48.0540899,5.5949561
1738,Mertzwiller,48.872013,7.6781895
1739,Méru,49.23233,2.13254
1740,Mervans,46.7988928,5.1794099
1741,Merxheim,47.9126413,7.3022795
1742,Méry-sur-Oise,49.05766,2.19074
1743,Messac - Guipry,47.82225,-1.81822
1744,Messein,48.6128788,6.1378364
1745,Mesves - Bulcy,47.2420755,3.0065175
1746,Mesvres,46.862799,4.2449659
1747,Metz,49.109545,6.176593
1748,Metz Nord,49.13673,6.16791
1749,Metzeral,48.0133301,7.0733383
1750,Metzervisse,49.3179579,6.2838554
1751,Meudon,48.8147527,2.2410999
1752,Meudon Val Fleury,48.8079884,2.2409045
1753,Meulan - Hardricourt,49.00564,1.90213
1754,Meung-sur-Loire,47.829926,1.691928
1755,Meurchin,50.4970516,2.8930903
1756,Meursault,46.9690497,4.7954444
1757,Meuse TGV,48.978549,5.270954
1758,Meximieux - Pérouges,45.901615,5.193534
1759,Meymac,45.5302313,2.1640905
1760,Meyrargues,43.6440076,5.5395738
1761,Mézériat,46.2350502,5.046622
1762,Mézidon-Canon,49.071,-0.07496
1763,Mignaloux - Nouaillé,46.5261427,0.4117391
1764,Milhac-d'Auberoche,45.1290571,0.9180406
1765,Milhaud,43.7884886,4.3033268
1766,Millas,42.6888961,2.6937502
1767,Millau,44.102344,3.07457
1768,Milly-sur-Thérain,49.5035256,1.988233
1769,Miniac-Morvan,48.5315134,-1.914787
1770,Mionnay,45.8966784,4.919752
1771,Miramas,43.580704,5.000264
1772,Miraumont,50.0958521,2.7344755
1773,Mirecourt,48.299243,6.129651
1774,Miribel,45.822088,4.95394
1775,Miserey-Salines,47.2854733,5.9636746
1776,Mitry - Claye,48.97569,2.64247
1777,Modane,45.193365,6.658161
1778,Mohon,49.752584,4.73313
1779,Moirans,45.322185,5.581915
1780,Moirans La Galifette,45.324154,5.56517
1781,Moissac,44.1024178,1.077345
1782,Molinges,46.3570706,5.7682135
1783,Molsheim,48.53705,7.50044
1784,Mommenheim,48.7561587,7.6422273
1785,Monestier-de-Clermont,44.911996,5.6339702
1786,Monéteau - Gurgy,47.8507856,3.5798071
1787,Monistrol-d'Allier,44.9696648,3.6500424
1788,Monnaie,47.4987491,0.7932851
1789,Monnerville,48.3484915,2.0320595
1790,Monsempron-Libos,44.486631,0.9412277
1791,Mont de Terre,50.6176672,3.0966031
1792,Mont-Dauphin - Guillestre,44.6746283,6.6156027
1793,Mont-de-Marsan,43.884898,-0.50466
1794,Mont-Dore,45.5793192,2.8047389
1795,Mont-Louis - La Cabanasse,42.5020902,2.1131379
1796,Mont-sur-Meurthe,48.5599456,6.4496444
1797,Montaignac-Saint-Hippolyte,45.3546898,1.9797531
1798,Montaigu,46.983705,-1.316236
1799,Montaigut-le-Blanc,46.1367425,1.7339815
1800,Montargis,48.006862,2.742783
1801,Montastruc-la-Conseillère,43.715985,1.5979
1802,Montataire,49.2510365,2.4362155
1803,Montauban Ville Bourbon,44.014387,1.341496
1804,Montauban-de-Bretagne,48.190241,-2.052675
1805,Montaudran,43.5734591,1.4804356
1806,Montaut Bétharram,43.1269731,-0.1982813
1807,Montbard,47.618747,4.33616
1808,Montbarrey,47.0359922,5.6366081
1809,Montbartier,43.9241555,1.264501
1810,Montbazon,47.2917191,0.7214769
1811,Montbéliard,47.5105086,6.8013763
1812,Montbizot,48.151513,0.1908607
1813,Montbré,49.1942075,4.0388482
1814,Montbrison,45.604454,4.078282
1815,Montceau-les-Mines,46.6706636,4.3610264
1816,Montchanin,46.7592649,4.4814867
1817,Montdidier,49.64147,2.563
1818,Monte-Carlo Country Club,43.7543539,7.4482077
1819,Montélimar,44.559079,4.744792
1820,Montendre,45.2805457,-0.3961726
1821,Montereau,48.379934,2.942972
1822,Montérolier - Buchy,49.6031854,1.3347457
1823,Montescourt-Lizerolles,49.7380842,3.2519756
1824,Monteux,44.0374619,4.9947813
1825,Montfavet,43.932635,4.873943
1826,Montferrand - Thoraise,47.1847414,5.9074815
1827,Montfort-l'Amaury - Méré,48.80224,1.8153507
1828,Montfort-le-Gesnois,48.0405657,0.4064237
1829,Montfort-sur-Meu,48.138878,-1.949141
1830,Montgeron - Crosne,48.708094,2.462224
1831,Montgeroult - Courcelles,49.0805828,2.0034959
1832,Monthermé,49.865621,4.74053
1833,Montigny - Beauchamp,49.00758,2.19767
1834,Montigny-en-Ostrevent,50.36151,3.18829
1835,Montigny-sur-Loing,48.33661,2.738561
1836,Montivilliers,49.5429758,0.189426
1837,Montlaur,43.4752405,1.5776454
1838,Montlouis-sur-Loire,47.3915307,0.8173987
1839,Montluçon,46.338101,2.596159
1840,Montluçon Rimard,46.3355913,2.6115119
1841,Montluel,45.84777,5.057503
1842,Montmédy,49.5228775,5.3716718
1843,Montmélian,45.503059,6.043289
1844,Montmoreau,45.3982987,0.1380013
1845,Montmorillon,46.4174979,0.8737467
1846,Montoir-de-Bretagne,47.3210164,-2.1616777
1847,Montpaon,43.8685236,3.1097221
1848,Montpellier Saint-Roch,43.604738,3.880674
1849,Montpellier Sud de France,43.594787,3.924623
1850,Montpon-Ménestérol,45.006326,0.159328
1851,Montrabé,43.6450204,1.5240482
1852,Montréjeau - Gourdan-Polignan,43.078109,0.5735
1853,Montreuil,48.8067323,2.1511693
1854,Montreuil sur Mer,50.4661948,1.7691662
1855,Montreuil-Bellay,47.1254181,-0.1482834
1856,Montreuil-sur-Ille,48.307292,-1.674155
1857,Montreuil-sur-Thérain,49.38152,2.2002529
